"timestamp","ap_compressor","atmospherictemperature","dischargepressure","dischargetemperature","suctionpressure","suctiontemperature","totalfuel","totalhorsepower","id"
2025-10-18 01:00:00.000,GLEN ULLIN,,1344.68078613,,1044.24499512,,,38000.0,9999993
2025-10-18 01:00:00.000,ESTELLINE,,1270.34094238,,970.41784668,,,38000.0,9999807
2025-10-18 01:00:00.000,ARNEGARD,,1293.70507813,,1297.09082031,,,18000.0,9999559
2025-10-18 01:00:00.000,LA MOILLE,,971.97155762,,792.00134277,,,13000.0,10000117
2025-10-18 01:00:00.000,CLARK,,1274.34350586,,975.84057617,,,38000.0,9999621
2025-10-18 00:00:00.000,ESTELLINE,,1269.64880371,,969.72570801,,,38000.0,9999808
2025-10-18 00:00:00.000,CULBERTSON,,1318.02099609,,1317.50830078,,,38000.0,9999684
2025-10-18 00:00:00.000,GARVIN,,1280.08190918,,980.67163086,,,38000.0,9999870
2025-10-18 00:00:00.000,VENTURA REG,,986.87359619,,989.11914063,,,0.0,10000428
2025-10-18 00:00:00.000,ST ANTHONY,,1342.80944824,,1042.70690918,,,38000.0,10000304
2025-10-18 00:00:00.000,LA MOILLE,,970.54229736,,790.48144531,,,13000.0,10000118
2025-10-18 00:00:00.000,ELDRIDGE,,878.75524902,,688.7432251,,,15000.0,9999746
2025-10-18 00:00:00.000,GRUNDY CENTER,,923.05596924,,922.90515137,,,13000.0,10000056
2025-10-18 00:00:00.000,GLASGOW,,1315.45751953,,1312.56079102,,,29000.0,9999932
2025-10-18 00:00:00.000,WETONKA,,1292.38659668,,992.46350098,,,38000.0,10000490
2025-10-18 00:00:00.000,MANNING,,1346.73156738,,1072.10974121,,,38000.0,10000242
2025-10-18 00:00:00.000,LONE TREE,,787.9262085,,788.25054932,,,16000.0,10000180
2025-10-18 00:00:00.000,ARNEGARD,,1291.36022949,,1294.90197754,,,18000.0,9999560
2025-10-18 00:00:00.000,WOLF POINT,,1311.09472656,,1312.19335938,,,18000.0,10000552
2025-10-18 00:00:00.000,GLEN ULLIN,,1346.73156738,,1046.80847168,,,38000.0,9999994
2025-10-18 00:00:00.000,CLARK,,1272.33947754,,973.43817139,,,38000.0,9999622
2025-10-18 00:00:00.000,TRIMONT,,1293.77087402,,1009.22839355,,,38000.0,10000366
2025-10-18 00:00:00.000,ZEELAND,,1312.2019043,,1011.94567871,,,38000.0,10000614
2025-10-17 23:00:00.000,GLASGOW,,1312.2019043,,1309.81811523,,,29000.0,9999933
2025-10-17 23:00:00.000,ARNEGARD,,1289.65466309,,1293.01245117,,,18000.0,9999561
2025-10-17 23:00:00.000,VENTURA REG,,989.387146,,991.51934814,,,0.0,10000429
2025-10-17 23:00:00.000,ESTELLINE,,1270.00769043,,969.90515137,,,38000.0,9999809
2025-10-17 23:00:00.000,GRUNDY CENTER,,926.38171387,,926.27575684,,,13000.0,10000057
2025-10-17 23:00:00.000,MANNING,,1350.32043457,,1075.18579102,,,38000.0,10000243
2025-10-17 23:00:00.000,LONE TREE,,788.71374512,,789.09509277,,,16000.0,10000181
2025-10-17 23:00:00.000,TRIMONT,,1297.51342773,,1012.45837402,,,38000.0,10000367
2025-10-17 23:00:00.000,ST ANTHONY,,1342.63000488,,1042.70690918,,,38000.0,10000305
2025-10-17 23:00:00.000,ZEELAND,,1308.2800293,,1008.69006348,,,38000.0,10000615
2025-10-17 23:00:00.000,WOLF POINT,,1308.29138184,,1308.72631836,,,18000.0,10000553
2025-10-17 23:00:00.000,LA MOILLE,,970.24822998,,790.19061279,,,13000.0,10000119
2025-10-17 23:00:00.000,GLEN ULLIN,,1350.49987793,,1050.91003418,,,38000.0,9999995
2025-10-17 23:00:00.000,GARVIN,,1282.64538574,,982.72241211,,,38000.0,9999871
2025-10-17 23:00:00.000,ELDRIDGE,,881.35217285,,684.66821289,,,15000.0,9999747
2025-10-17 23:00:00.000,WETONKA,,1287.77233887,,987.84924316,,,38000.0,10000491
2025-10-17 23:00:00.000,CULBERTSON,,1315.45751953,,1314.43212891,,,38000.0,9999685
2025-10-17 23:00:00.000,CLARK,,1269.48217773,,970.74584961,,,38000.0,9999623
2025-10-17 22:00:00.000,GLASGOW,,1309.30541992,,1306.74194336,,,29000.0,9999934
2025-10-17 22:00:00.000,GLEN ULLIN,,1339.04138184,,1064.23999023,,,38000.0,9999996
2025-10-17 22:00:00.000,CLARK,,1268.55041504,,970.26098633,,,38000.0,9999624
2025-10-17 22:00:00.000,VENTURA REG,,992.85827637,,994.99957275,,,0.0,10000430
2025-10-17 22:00:00.000,CULBERTSON,,1312.0480957,,1311.53540039,,,38000.0,9999686
2025-10-17 22:00:00.000,MANNING,,1350.83312988,,1075.85229492,,,38000.0,10000244
2025-10-17 22:00:00.000,WOLF POINT,,1305.45080566,,1306.40698242,,,18000.0,10000554
2025-10-17 22:00:00.000,ZEELAND,,1294.95007324,,1019.63598633,,,38000.0,10000616
